"Pricol — Highest short-term likelihood. Strong recent results and concall commentary (positive management outlook), demerger potential as a catalyst (separating high-growth electronics/EV-related from core), and clear price momentum (stock running, hitting/near all-time highs around the time of discussion, with CMP referenced near 730 and subsequent strength). Consistent performer with EV-agnostic products and multi-OEM ties. Momentum + catalysts favor near-term continuation more than pure discovery names.",
marketsmojo.com,
"GPT Healthcare — Strong contender. Fresh superb Q results (income +~18% YoY, PAT +66% YoY), positive management commentary on occupancy, case mix (higher tertiary/complex care), ARPOB, and Raipur ramp. Explicitly framed as under-discovered/under-discussed “dark horse” in hospitals with regional (WB/Eastern India) potential. Occupancy gains and structural ARPOB improvement provide near-term earnings visibility; discovery potential can drive sharp moves if attention increases.",
nsearchives.nseindia.com,
"Dynamic Cables — Solid short-term setup from strong reported numbers (revenue +33% YoY, net profit +37% YoY, sharp EBITDA swing) that already drove a ~10% stock reaction in the discussion period. Smaller player with demand runway in cables/wires and relevant new products. Results-driven momentum supports near-term follow-through, though scale/liquidity may limit magnitude vs. larger names.",
"Leela Palaces Hotels & Resorts (THELEELA) — Positive on “brilliant results,” high ADR (~Rs 20,000 corporate level), scarcity/luxury positioning, institutional backing (post-Brookfield/IPO transformation), and expansion. Hospitality recovery + premiumization supports earnings, but short-term moves may be steadier rather than explosive unless results continue surprising or expansion news accelerates.",
"Ramkrishna Forgings — Recovery narrative with management optimism on balance sheet improvement, sequential growth, Mexico/castings ramp, debt reduction, and longer-term targets. Post-inventory issues and tariffs, the “owning the problem” stance and improving parameters are constructive, but it remains more of a multi-quarter turnaround than pure short-term catalyst-driven name. Engagement with positive external notes supports monitoring for sequential delivery.",
"Shriram Pistons / SPR Auto Tech — Consistent long-term compounder narrative (noted ~80% returns over a prior year in one post), market leadership in core products, diversification (CNG, hybrids, exports, EV motors). Strong fundamentals, but discussions lean more toward sustained outperformance than fresh near-term catalysts in the latest window.",
"TVS Holdings — Holdco structure with large stake in TVS Motor (significant embedded value highlighted vs. market cap). Potential discount narrowing is a classic theme, but realization is often slower and more sentiment/catalyst-dependent (e.g., corporate actions) than pure operating results stories.",
"APSEZ / JSW Infrastructure — Structural long-term “tollbooth” thesis on India’s trade/manufacturing growth, multi-modal logistics, and capacity expansion. Strong business quality, but discussions emphasize multi-year compounding over immediate short-term catalysts. Results checks are recommended; moves more tied to broader infra/trade sentiment.",
,
Saurabh,
RR Kabel,
Strongest detailed thesis: domestic brand-driven wire margins + technical/approval barriers supporting export cable pricing power and further domestic cable margin expansion with scale/share gains. Recent results show robust volume/revenue/profit growth and market-share gains. Clear multi-year runway in wires & cables with ongoing capex. Highest-quality insight and ownership signal among the set.,
Macpower CNC,
"Data-driven multi-year (4–5 year) conviction despite mixed external feedback. High ROCE, near-zero debt, product-mix upgrade (premium machines), solid order book, and improving profitability. Manufacturing value-chain shift supports the case.",
Antelopus Selan Energy (Selan),
Turnaround/execution story with strong YoY and QoQ sales/PBT growth. Production ramp and field-level activity provide forward triggers. Held from lower levels; results quality stands out in the recent posts.,
Tatva Chintan,
"Specific, simple setup (Ghoomega + Machayega + earnings reversal) that appears to be playing out with recent price strength and improving results. Clean catalyst-driven idea with demonstrated momentum.",
Saregama,
"Flagged as an interesting recent concall. Content/IP monetization and relatively resilient model are constructive themes, though the discussion depth is lighter than the top names.",
Ramkrishna Forgings (RK Forging),
"Noted as an interesting concall. Industrial/forging exposure with some growth signals, but less granular positive differentiation or margin/trigger clarity relative to higher-ranked names.",
Pyramid Technoplast,
Ultra-smallcap with sharp move after concall engagement and capacity expansion benefits beginning to show. Higher volatility and smaller size elevate risk; more opportunistic/speculative within the list.,
,
,
,
Shilpa medicare - very highly recommended ,
,
,
,
,
,
,
"Fredun Pharma (Fredun Pharmaceuticals) and Technvision make up almost 90% of his portfolio. 
 These have been his biggest wealth creators over the past 5 years. He highlights strong conviction, allocation, and the importance of going big on high-conviction ideas after thorough groundwork.
In a related reply, he listed Fredun, Technvision, Vistar Amar.

Other recent positive mentionsTechnvision: Described as a pure-play bet on Enterprise AI and data infrastructure from India (valued under $1B at the time of the post), with large growth potential depending on execution.
Entero Healthcare (July 31, 2026): He has been studying it for months and “absolutely loves” the business model. He expects easy 20%+ growth for many years and notes it improves with scale. Disclosure: Not holding any position (he generally prefers companies under ~₹1,000 crore market cap).
Fredun Pharma: Strong admiration for founder Fredun Medhora (called “India’s Elon Musk in the making” in one post), citing excellent understanding of ROI, unit economics, and scaling (revenue growth from ~₹50 crore to nearly ₹1,000 crore ARR over ~10 years).

Close watchlist (July 22, 2026)Shared for study purposes only:Repono 
Vistar Amar 
Technvision 
Fredun Pharma 
Glen Industries 
Kerala Ayurveda 
Galaxy Supermarket
",
,
,
Stocks presented / discussed at #IAS2026 (from,
@Rakshithsantos1,
"’s detailed recaps):The summit spanned at least two days (primarily 7–8 Aug 2026). Presentations covered specific companies plus frameworks (SME investing, momentum, Saptanga, niche manufacturing, turnarounds, SOTP valuation, etc.). Company-focused ones include:Day 1-oriented:",
PDS Limited,
Sambhv Steel,
Gravita India,
Concord Biotech (noted as part of the user’s portfolio),
"Quality Power, NRB Bearings (Mahant Tool Room), Shivalik Bimetal (niche manufacturing examples)",
Capital Small Finance Bank (banking case study),
Shivalik Bimetal (separate deeper session),
Gufic Biosciences,
Repco Home Finance,
Edelweiss Financial Services,
Day 2-oriented:,
Neogen Chemicals,
Ramkrishna Forgings,
Orchid Pharma,
Go Fashion,
Raymond Lifestyle,
Jeena Sikho,
Technocraft (case study under Saptanga framework),
Thermax,
GMM Pfaudler,
MV Electrosystems (MVEL),
Shilpa Medicare,
Amrutanjan (final presentation of the day),
"Other sessions covered SME frameworks, momentum investing, turnaround investing principles, nuclear/SMR baseload power themes, and general small/mid-cap/macro views without always naming a single primary stock.Other stocks the user has discussed with higher personal conviction / ownership signals (outside pure summit recaps):",
Concord Biotech — Explicitly stated as part of his portfolio during the niche manufacturing session.,
"Standard Glass — He has invested, originally for the pharma angle; data-center exposure was an unexpected positive.",
Aether Industries — Mentioned alongside Concord Biotech in a recent reply context.,
"Sona Comstar — Strongly positive commentary (“differentiated company,” “clear blue ocean move,” constructive on JVs and perception-stack/robotics angle).",
"Pattern observations (not necessarily ownership): Triveni, India Glycols, and Piccadilly (noting demerger/value-unlock themes).",
"The user is a retail investor who shares balanced takeaways (opportunities + risks/execution variables) rather than outright “buy” recommendations. Summit posts are primarily objective summaries of speakers’ presentations; portfolio mentions (Concord Biotech, Standard Glass) are the clearest high-conviction signals. Always do your own research—none of this is investment advice.",
